,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,acc_year,acc_month,acc_hr_day,new_date,day_name
2263231,A-2263271,MapQuest,201.0,2,2017-11-21 08:14:02,2017-11-21 08:43:05,40.865536,-73.927284,0.0,Accident on Dyckman St Eastbound at US-9 Broadway.,4758.0,Broadway,R,New York,New York,NY,10040-1032,US,US/Eastern,KLGA,2017-11-21 07:51:00,46.0,40.6,56.0,30.14,10.0,SSW,11.5,,Scattered Clouds,True,False,False,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2017,11,8,2017-11-21,Tuesday
2263247,A-2263287,MapQuest,201.0,2,2017-11-21 08:55:04,2017-11-21 09:24:56,40.725491,-74.004013,0.0,Accident on Avenue of the Americas at Spring St.,164.0,Avenue of the Americas,R,New York,New York,NY,10013-1673,US,US/Eastern,KJRB,2017-11-21 08:55:00,48.2,,66.0,,10.0,SW,13.8,,Clear,True,False,False,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2017,11,8,2017-11-21,Tuesday
2266071,A-2266111,MapQuest,241.0,3,2017-11-22 06:28:57,2017-11-22 06:58:11,40.850066999999996,-73.944817,0.0,Left and Center lane blocked due to accident on I-95 George Washington Brg Northbound near Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-11-22 06:45:00,53.6,,88.0,29.93,1.8,Variable,6.9,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2017,11,6,2017-11-22,Wednesday
2266082,A-2266122,MapQuest,201.0,3,2017-11-22 06:58:12,2017-11-22 07:27:13,40.846893,-73.93354000000001,0.340000003576,Entry ramp to University Avenue Eastbound from I-95 George Washington Bridge Lower Trans Manhattan Expy Eastbound lane blocked due to accident.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-22 06:51:00,54.0,,90.0,29.91,4.0,Variable,3.5,0.07,Light Rain,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,11,6,2017-11-22,Wednesday
2266095,A-2266135,MapQuest,241.0,3,2017-11-22 07:36:33,2017-11-22 08:05:59,40.848686,-73.93735500000001,0.0,Right lane blocked due to accident on I-95 George Washington Bridge Northbound near Trans Manhattan Expy.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-22 07:43:00,54.0,,93.0,29.92,4.0,West,5.8,0.04,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2017,11,7,2017-11-22,Wednesday
2266115,A-2266155,MapQuest,241.0,2,2017-11-22 08:16:00,2017-11-22 08:45:47,40.718971,-73.974968,0.0,Left lane blocked due to accident on FDR Dr Southbound near Exit 5 Houston St.,592.0,E Houston St,L,New York,New York,NY,10002-1118,US,US/Eastern,KJRB,2017-11-22 08:15:00,53.6,,94.0,,8.0,West,8.1,10.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,11,8,2017-11-22,Wednesday
2266183,A-2266223,MapQuest,201.0,2,2017-11-22 14:30:33,2017-11-22 14:59:43,40.848686,-73.93735500000001,0.0,Center lane blocked due to accident on George Washington Bridge Eastbound at I-95.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-22 14:51:00,50.0,,52.0,29.91,10.0,WNW,11.5,,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2017,11,14,2017-11-22,Wednesday
2266212,A-2266252,MapQuest,201.0,2,2017-11-22 18:32:59,2017-11-22 19:02:20,40.744659000000006,-73.971039,0.0,One lane blocked due to accident on FDR Dr Northbound at Exits 8 9 Franklin Delano Roosevelt Drive Service Rd.,2494.0,FDR Dr,L,New York,New York,NY,10016,US,US/Eastern,KNYC,2017-11-22 18:51:00,41.0,33.9,53.0,30.02,10.0,WNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,11,18,2017-11-22,Wednesday
2266215,A-2266255,MapQuest-Bing,201.0,2,2017-11-22 18:41:12,2017-11-22 19:10:37,40.820972,-73.95881700000001,0.0,Two lane blocked due to accident on Henry Hudson Pkwy Northbound at Exit 12 Marginal St.,,Henry Hudson Pkwy N,R,New York,New York,NY,10027,US,US/Eastern,KNYC,2017-11-22 18:51:00,41.0,33.9,53.0,30.02,10.0,WNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,11,18,2017-11-22,Wednesday
2266226,A-2266266,MapQuest,201.0,2,2017-11-22 20:00:30,2017-11-22 20:28:53,40.81971,-73.934372,0.0,1 left lane blocked due to accident on Harlem River Drive Westbound in Concourse Village.,,Harlem River Dr N,R,New York,New York,NY,10039,US,US/Eastern,KNYC,2017-11-22 19:51:00,39.9,34.5,53.0,30.04,10.0,NW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,11,20,2017-11-22,Wednesday
2268733,A-2268773,MapQuest,201.0,2,2017-11-23 07:57:53,2017-11-23 08:27:45,40.71999,-73.99296600000001,0.0,Accident on Delancey St at Chrystie St.,,Chrystie St,R,New York,New York,NY,10002,US,US/Eastern,KJRB,2017-11-23 07:56:00,35.1,28.6,61.0,,10.0,West,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,11,7,2017-11-23,Thursday
2268756,A-2268796,MapQuest,201.0,2,2017-11-23 12:49:34,2017-11-23 13:19:00,40.779236,-73.943428,0.0,Left lane blocked due to accident on FDR Dr Northbound before Exit 14 F D R Dr.,,FDR Dr N,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-11-23 12:51:00,39.9,35.1,40.0,30.05,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,12,2017-11-23,Thursday
2268761,A-2268801,MapQuest,201.0,3,2017-11-23 13:51:26,2017-11-23 14:20:18,40.850066999999996,-73.944817,0.0,Center lane blocked due to accident on George Washington Bridge Eastbound at Exits 14 14-15 15 I-95 George Washington Brg.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-11-23 13:51:00,42.1,,38.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,13,2017-11-23,Thursday
2268766,A-2268806,MapQuest,201.0,2,2017-11-23 14:44:34,2017-11-23 15:14:09,40.859684,-73.931168,0.0,Right hand shoulder blocked due to accident on US-9 Broadway Northbound at Nagle Ave.,4555.0,Broadway,L,New York,New York,NY,10040-1102,US,US/Eastern,KLGA,2017-11-23 14:51:00,44.1,40.8,35.0,30.01,10.0,NNW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,14,2017-11-23,Thursday
2270155,A-2270195,MapQuest,201.0,2,2017-11-24 08:47:32,2017-11-24 09:17:17,40.80275,-73.933578,0.0,Accident pedestrian involved on 2nd Ave at 125th St.,2435.0,2nd Ave,L,New York,New York,NY,10035-2107,US,US/Eastern,KNYC,2017-11-24 08:51:00,37.9,33.5,53.0,30.05,10.0,WNW,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,11,8,2017-11-24,Friday
2270184,A-2270224,MapQuest,201.0,3,2017-11-24 13:42:49,2017-11-24 14:12:22,40.850109,-73.94426,0.0,Right lane blocked due to accident on I-95 George Washington Brg Southbound before Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-24 13:51:00,48.9,,33.0,29.98,10.0,Variable,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,13,2017-11-24,Friday
2270203,A-2270243,MapQuest-Bing,201.0,3,2017-11-24 16:34:03,2017-11-24 17:03:38,40.846546000000004,-73.932037,0.0,Left lane blocked due to accident on I-95 Southbound before Amsterdam Ave.,,Amsterdam Ave,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-24 16:51:00,46.9,,41.0,29.96,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2017,11,16,2017-11-24,Friday
2271893,A-2271933,MapQuest,241.0,2,2017-11-25 21:16:58,2017-11-25 22:01:42,40.782818,-73.943871,0.0,Right lane blocked due to accident on FDR Dr Northbound after Exit 14 F D R Dr.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-11-25 20:51:00,54.0,,45.0,29.71,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,11,21,2017-11-25,Saturday
2272380,A-2272420,MapQuest,245.0,2,2017-11-26 06:45:06,2017-11-26 07:14:38,40.847252000000005,-73.928528,0.0,Two lanes blocked due to accident on Harlem River Dr Southbound at Dyckman St.,,Harlem River Dr S,R,New York,New York,NY,10040,US,US/Eastern,KLGA,2017-11-26 06:51:00,46.9,,59.0,29.88,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Day,Day,Day,2017,11,6,2017-11-26,Sunday
2272397,A-2272437,MapQuest,241.0,3,2017-11-26 13:36:16,2017-11-26 14:20:13,40.849552,-73.942184,1.9199999570800002,One lane blocked and queueing traffic due to accident on I-95 George Washington Brg (lower lvl) Northbound between New Jersey and New York.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-26 13:51:00,45.0,41.2,44.0,29.94,10.0,WNW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,13,2017-11-26,Sunday
2273333,A-2273373,MapQuest,201.0,2,2017-11-27 04:38:04,2017-11-27 05:07:51,40.718971,-73.974968,0.0,Accident on FDR Dr Northbound before Exit 5 Houston St.,592.0,E Houston St,L,New York,New York,NY,10002-1118,US,US/Eastern,KJRB,2017-11-27 04:35:00,41.0,35.2,57.0,,10.0,West,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,11,4,2017-11-27,Monday
2273396,A-2273436,MapQuest,201.0,2,2017-11-27 08:58:51,2017-11-27 09:28:41,40.797053999999996,-73.94965400000001,0.0,Accident on 110th St at 5th Ave.,,W 110th St,R,New York,New York,NY,10026,US,US/Eastern,KNYC,2017-11-27 08:51:00,43.0,39.5,51.0,30.05,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2017,11,8,2017-11-27,Monday
2273402,A-2273442,MapQuest,201.0,3,2017-11-27 09:20:52,2017-11-27 09:50:40,40.849602000000004,-73.942429,1.84000003338,Center lane blocked due to accident on I-95 George Washington Brg / Upper Trans Manhattan Expressway Northbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-11-27 08:51:00,43.0,39.5,51.0,30.05,10.0,Variable,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,9,2017-11-27,Monday
2273476,A-2273516,MapQuest,201.0,2,2017-11-27 20:44:42,2017-11-27 21:29:06,40.748028000000005,-73.96817,0.0,Right & center lane blocked due to accident on FDR Dr Southbound at 42nd St.,,FDR Dr S,R,New York,New York,NY,10017,US,US/Eastern,KNYC,2017-11-27 20:51:00,43.0,41.3,45.0,30.23,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night,2017,11,20,2017-11-27,Monday
2276305,A-2276345,MapQuest,201.0,2,2017-11-28 07:16:09,2017-11-28 07:46:02,40.761486,-73.96060899999999,0.0,Accident on 1st Ave at 62nd St.,1126.0,1st Ave,R,New York,New York,NY,10065-8355,US,US/Eastern,KNYC,2017-11-28 06:51:00,37.0,34.5,62.0,30.41,10.0,Variable,3.5,,Clear,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,11,7,2017-11-28,Tuesday
2276333,A-2276373,MapQuest,241.0,3,2017-11-28 08:22:52,2017-11-28 08:51:55,40.726158,-74.01162,0.0,Right lane blocked due to accident on I-78 Holland Tunl Eastbound near West St.,,Holland Tunl E,R,New York,New York,NY,10013,US,US/Eastern,KJRB,2017-11-28 08:15:00,41.0,33.9,61.0,,10.0,NE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,8,2017-11-28,Tuesday
2276367,A-2276407,MapQuest,201.0,3,2017-11-28 11:43:09,2017-11-28 12:12:34,40.849773,-73.943275,1.7799999713900003,Left lane blocked due to accident on I-95 George Washington Brg / Lower Trans Manhattan Expressway Northbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,Henry Hudson Pkwy N,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-11-28 11:51:00,48.0,,50.0,30.41,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,11,2017-11-28,Tuesday
2276383,A-2276423,MapQuest,201.0,2,2017-11-28 15:24:19,2017-11-28 15:53:33,40.759762,-73.960991,0.0,Left lane blocked due to accident on NY-25 Ed Koch Queensboro Brg Westbound at 59th St.,,Ed Koch Queensboro Brg W,R,New York,New York,NY,10022,US,US/Eastern,KNYC,2017-11-28 15:51:00,51.1,,68.0,30.33,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,15,2017-11-28,Tuesday
2279083,A-2279123,MapQuest,201.0,2,2017-11-29 06:56:22,2017-11-29 07:26:15,40.72588,-73.977531,0.0,Accident on 10th St at Avenue C.,400.0,E 10th St,R,New York,New York,NY,10009-4203,US,US/Eastern,KJRB,2017-11-29 06:56:00,48.0,,89.0,,10.0,West,10.4,,Clear,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2017,11,6,2017-11-29,Wednesday
2279132,A-2279172,MapQuest,241.0,3,2017-11-29 08:34:12,2017-11-29 09:03:33,40.851543,-73.95208000000001,0.0,Left lane blocked due to accident on I-95 George Washington Brg Northbound at Mid Span Upper Level.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-11-29 08:51:00,50.0,,68.0,30.09,7.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,11,8,2017-11-29,Wednesday
2279220,A-2279260,MapQuest,201.0,2,2017-11-29 17:46:02,2017-11-29 18:30:37,40.718971,-73.974968,0.0,Left lane blocked due to accident on FDR Dr Northbound at Exit 5 Houston St.,592.0,E Houston St,L,New York,New York,NY,10002-1118,US,US/Eastern,KJRB,2017-11-29 17:55:00,55.4,,38.0,,10.0,Calm,,9.98,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2017,11,17,2017-11-29,Wednesday
2279251,A-2279291,MapQuest,201.0,2,2017-11-29 22:21:30,2017-11-29 22:50:31,40.778851,-73.943375,0.0,Right lane blocked due to accident on FDR Dr Southbound around Exit 14 F D R Dr.,,FDR Dr S,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-11-29 22:51:00,44.1,40.8,49.0,30.32,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2017,11,22,2017-11-29,Wednesday
2281614,A-2281654,MapQuest,245.0,3,2017-09-30 06:05:39,2017-09-30 06:34:43,40.850066999999996,-73.944817,0.0,Two lanes blocked and heavy traffic due to accident on I-95 George Washington Brg (Upper Level) Northbound at Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-09-30 05:51:00,57.0,,72.0,30.03,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2017,9,6,2017-09-30,Saturday
2281625,A-2281665,MapQuest,246.0,3,2017-09-30 13:33:39,2017-09-30 14:15:50,40.849686,-73.943161,1.87999999523,Three lanes blocked due to accident on I-95 George Washington Brg (upper lvl) Northbound from Exits 73 74 Palisades Interstate Pkwy to Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-09-30 13:51:00,64.0,,58.0,30.14,10.0,Variable,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,9,13,2017-09-30,Saturday
2281634,A-2281674,MapQuest,201.0,3,2017-09-30 17:03:40,2017-09-30 17:32:43,40.850066999999996,-73.944817,0.629999995232,Right lane blocked due to accident on I-95 George Washington Brg Southbound between I-95 George Washington Brg and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10032,US,US/Eastern,KNYC,2017-09-30 16:51:00,60.1,,64.0,30.21,10.0,NE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,9,17,2017-09-30,Saturday
2283130,A-2283170,MapQuest,201.0,2,2017-10-02 08:42:19,2017-10-02 09:12:12,40.757003999999995,-73.96386700000001,0.0,Accident on 1st Ave at 55th St.,407.0,E 55th St,L,New York,New York,NY,10022-4103,US,US/Eastern,KNYC,2017-10-02 08:51:00,57.9,,62.0,30.41,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2017,10,8,2017-10-02,Monday
2283141,A-2283181,MapQuest,343.0,3,2017-10-02 09:12:22,2017-10-02 09:41:51,40.849556,-73.942406,1.7799999713900003,Earlier accident on I-95 George Washington Bridge Lower Level Northbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-10-02 08:51:00,57.9,,62.0,30.41,10.0,ENE,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,10,9,2017-10-02,Monday
2283154,A-2283194,MapQuest,201.0,2,2017-10-02 10:00:17,2017-10-02 10:29:57,40.794235,-73.962837,0.0,Accident on Central Park near 100th St.,403.0,Central Park W,L,New York,New York,NY,10025-5862,US,US/Eastern,KNYC,2017-10-02 09:51:00,61.0,,56.0,30.42,10.0,Variable,4.6,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,10,10,2017-10-02,Monday
2283165,A-2283205,MapQuest-Bing,201.0,2,2017-10-02 10:56:52,2017-10-02 11:26:20,40.707687,-74.000076,0.0,Left lane blocked due to accident on FDR Dr both ways at Exit 2 Brooklyn Brg.,,FDR Dr S,R,New York,New York,NY,10038,US,US/Eastern,KJRB,2017-10-02 10:56:00,66.9,,49.0,30.43,10.0,NE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2017,10,10,2017-10-02,Monday
2283190,A-2283230,MapQuest-Bing,241.0,2,2017-10-02 14:56:54,2017-10-02 15:41:28,40.804165000000005,-73.931038,0.0,Right and center lane blocked due to accident on Harlem River Dr Southbound at Exit 19 2nd Ave.,,Harlem River Dr N,R,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-10-02 14:51:00,71.1,,29.0,30.38,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,10,14,2017-10-02,Monday
2283217,A-2283257,MapQuest,241.0,2,2017-10-02 16:48:40,2017-10-02 17:33:17,40.817947,-73.961731,0.0,Left lane blocked due to accident on Henry Hudson Pkwy Northbound before Saint Clair Pl.,92.0,Saint Clair Pl,L,New York,New York,NY,10027-2332,US,US/Eastern,KNYC,2017-10-02 16:51:00,70.0,,26.0,30.4,10.0,Calm,,,Clear,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,10,16,2017-10-02,Monday
2285726,A-2285766,MapQuest,203.0,2,2017-10-03 05:22:44,2017-10-03 05:52:13,40.710903,-74.003632,1.46000003815,Multi-vehicle accident on Brooklyn Brg Westbound between Adams St and Frankfort St.,177.0,Gold St,R,New York,New York,NY,10038-1616,US,US/Eastern,KJRB,2017-10-03 05:15:00,62.6,,72.0,30.43,10.0,NE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2017,10,5,2017-10-03,Tuesday
2285728,A-2285768,MapQuest,206.0,2,2017-10-03 05:32:43,2017-10-03 06:02:20,40.754578,-73.97168,0.0,Fuel spillage on 48th St Westbound between 2nd Ave and 3rd Ave.,777.0,3rd Ave,R,New York,New York,NY,10017-2006,US,US/Eastern,KNYC,2017-10-03 05:51:00,57.0,,81.0,30.56,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2017,10,5,2017-10-03,Tuesday
2285737,A-2285777,MapQuest,201.0,2,2017-10-03 06:30:27,2017-10-03 08:30:27,40.785564,-73.984062,0.0,Accident on NY-9A Southbound near 79th St.,,Henry Hudson Pkwy S,R,New York,New York,NY,10024,US,US/Eastern,KNYC,2017-10-03 06:51:00,57.0,,83.0,30.59,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2017,10,6,2017-10-03,Tuesday
2285856,A-2285896,MapQuest,201.0,3,2017-10-03 10:28:21,2017-10-03 10:57:44,40.849613,-73.94270300000001,1.8300000429199998,Right lane blocked due to accident on I-95 George Washington Bridge / Upper Trans Manhattan Expressway Northbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.,,George Washington Brg,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-10-03 10:51:00,66.0,,56.0,30.64,10.0,SSE,3.5,,Mostly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,2017,10,10,2017-10-03,Tuesday
